-2 0.28205
-1.9996 0.282969
-1.9992 0.283885
-1.9988 0.284797
-1.9984 0.285707
-1.998 0.286612
-1.9976 0.287515
-1.9972 0.288415
-1.9968 0.289311
-1.9964 0.290204
-1.996 0.291094
-1.9956 0.291981
-1.9952 0.292865
-1.9948 0.293745
-1.9944 0.294623
-1.994 0.295498
-1.9936 0.296369
-1.9932 0.297238
-1.9928 0.298103
-1.9924 0.298966
-1.992 0.299825
-1.9916 0.300682
-1.9912 0.301536
-1.9908 0.302387
-1.9904 0.303235
-1.99 0.30408
-1.9896 0.304922
-1.9892 0.305761
-1.9888 0.306598
-1.9884 0.307432
-1.988 0.308263
-1.9876 0.309091
-1.9872 0.309917
-1.9868 0.31074
-1.9864 0.31156
-1.986 0.312378
-1.9856 0.313193
-1.9852 0.314005
-1.9848 0.314814
-1.9844 0.315621
-1.984 0.316426
-1.9836 0.317227
-1.9832 0.318027
-1.9828 0.318823
-1.9824 0.319617
-1.982 0.320409
-1.9816 0.321198
-1.9812 0.321985
-1.9808 0.322769
-1.9804 0.32355
-1.98 0.32433
-1.9796 0.325106
-1.9792 0.325881
-1.9788 0.326653
-1.9784 0.327422
-1.978 0.32819
-1.9776 0.328954
-1.9772 0.329717
-1.9768 0.330477
-1.9764 0.331235
-1.976 0.33199
-1.9756 0.332744
-1.9752 0.333495
-1.9748 0.334243
-1.9744 0.33499
-1.974 0.335734
-1.9736 0.336476
-1.9732 0.337216
-1.9728 0.337954
-1.9724 0.338689
-1.972 0.339422
-1.9716 0.340154
-1.9712 0.340882
-1.9708 0.341609
-1.9704 0.342334
-1.97 0.343057
-1.9696 0.343777
-1.9692 0.344496
-1.9688 0.345212
-1.9684 0.345926
-1.968 0.346639
-1.9676 0.347349
-1.9672 0.348057
-1.9668 0.348763
-1.9664 0.349467
-1.966 0.35017
-1.9656 0.35087
-1.9652 0.351568
-1.9648 0.352264
-1.9644 0.352959
-1.964 0.353651
-1.9636 0.354342
-1.9632 0.35503
-1.9628 0.355717
-1.9624 0.356402
-1.962 0.357085
-1.9616 0.357766
-1.9612 0.358445
-1.9608 0.359122
-1.9604 0.359798
-1.96 0.360471
-1.9596 0.361143
-1.9592 0.361813
-1.9588 0.362482
-1.9584 0.363148
-1.958 0.363813
-1.9576 0.364476
-1.9572 0.365137
-1.9568 0.365796
-1.9564 0.366454
-1.956 0.36711
-1.9556 0.367764
-1.9552 0.368417
-1.9548 0.369068
-1.9544 0.369717
-1.954 0.370364
-1.9536 0.37101
-1.9532 0.371654
-1.9528 0.372297
-1.9524 0.372938
-1.952 0.373577
-1.9516 0.374214
-1.9512 0.37485
-1.9508 0.375485
-1.9504 0.376117
-1.94999 0.376749
-1.94959 0.377378
-1.94919 0.378006
-1.94879 0.378633
-1.94839 0.379257
-1.94799 0.379881
-1.94759 0.380503
-1.94719 0.381123
-1.94679 0.381741
-1.94639 0.382359
-1.94599 0.382974
-1.94559 0.383589
-1.94519 0.384201
-1.94479 0.384813
-1.94439 0.385422
-1.94399 0.386031
-1.94359 0.386637
-1.94319 0.387243
-1.94279 0.387847
-1.94239 0.388449
-1.94199 0.38905
-1.94159 0.38965
-1.94119 0.390248
-1.94079 0.390845
-1.94039 0.39144
-1.93999 0.392034
-1.93959 0.392627
-1.93919 0.393218
-1.93879 0.393808
-1.93839 0.394396
-1.93799 0.394983
-1.93759 0.395569
-1.93719 0.396153
-1.93679 0.396737
-1.93639 0.397318
-1.93599 0.397899
-1.93559 0.398478
-1.93519 0.399056
-1.93479 0.399632
-1.93439 0.400207
-1.93399 0.400781
-1.93359 0.401354
-1.93319 0.401925
-1.93279 0.402495
-1.93239 0.403064
-1.93199 0.403632
-1.93159 0.404198
-1.93119 0.404763
-1.93079 0.405327
-1.93039 0.405889
-1.92999 0.406451
-1.92959 0.407011
-1.92919 0.40757
-1.92879 0.408128
-1.92839 0.408684
-1.92799 0.409239
-1.92759 0.409793
-1.92719 0.410346
-1.92679 0.410898
-1.92639 0.411449
-1.92599 0.411998
-1.92559 0.412546
-1.92519 0.413094
-1.92479 0.413639
-1.92439 0.414184
-1.92399 0.414728
-1.92359 0.41527
-1.92319 0.415812
-1.92279 0.416352
-1.92239 0.416891
-1.92199 0.417429
-1.92159 0.417966
-1.92119 0.418502
-1.92079 0.419037
-1.92039 0.419571
-1.91999 0.420103
-1.91959 0.420635
-1.91919 0.421165
-1.91879 0.421695
-1.91839 0.422223
-1.91799 0.42275
-1.91759 0.423276
-1.91719 0.423801
-1.91679 0.424325
-1.91639 0.424849
-1.91599 0.425371
-1.91559 0.425892
-1.91519 0.426412
-1.91479 0.426931
-1.91439 0.427448
-1.91399 0.427965
-1.91359 0.428481
-1.91319 0.428996
-1.91279 0.42951
-1.91239 0.430023
-1.91199 0.430535
-1.91159 0.431046
-1.91119 0.431556
-1.91079 0.432065
-1.91039 0.432573
-1.90999 0.43308
-1.90959 0.433587
-1.90919 0.434092
-1.90879 0.434596
-1.90839 0.435099
-1.90799 0.435602
-1.90759 0.436103
-1.90719 0.436604
-1.90679 0.437103
-1.90639 0.437602
-1.90599 0.4381
-1.90559 0.438597
-1.90519 0.439093
-1.90479 0.439588
-1.90439 0.440082
-1.90399 0.440575
-1.90359 0.441067
-1.90319 0.441559
-1.90279 0.442049
-1.90239 0.442539
-1.90199 0.443028
-1.90159 0.443516
-1.90119 0.444003
-1.90079 0.444489
-1.90039 0.444975
-1.89999 0.445459
-1.89959 0.445943
-1.89919 0.446426
-1.89879 0.446908
-1.89839 0.447389
-1.89799 0.447869
-1.89759 0.448349
-1.89719 0.448827
-1.89679 0.449305
-1.89639 0.449782
-1.89599 0.450258
-1.89559 0.450734
-1.89519 0.451208
-1.89479 0.451682
-1.89439 0.452155
-1.89399 0.452627
-1.89359 0.453098
-1.89319 0.453569
-1.89279 0.454039
-1.89239 0.454508
-1.89199 0.454976
-1.89159 0.455443
-1.89119 0.45591
-1.89079 0.456376
-1.89039 0.456841
-1.88999 0.457306
-1.88959 0.457769
-1.88919 0.458232
-1.88879 0.458694
-1.88839 0.459156
-1.88799 0.459616
-1.88759 0.460076
-1.88719 0.460535
-1.88679 0.460994
-1.88639 0.461451
-1.88599 0.461908
-1.88559 0.462364
-1.88519 0.46282
-1.88479 0.463275
-1.88439 0.463729
-1.88399 0.464182
-1.88359 0.464635
-1.88319 0.465087
-1.88279 0.465538
-1.88239 0.465989
-1.88199 0.466438
-1.88159 0.466888
-1.88119 0.467336
-1.88079 0.467784
-1.88039 0.468231
-1.87999 0.468677
-1.87959 0.469123
-1.87919 0.469568
-1.87879 0.470012
-1.87839 0.470456
-1.87799 0.470899
-1.87759 0.471342
-1.87719 0.471783
-1.87679 0.472224
-1.87639 0.472665
-1.87599 0.473105
-1.87559 0.473544
-1.87519 0.473982
-1.87479 0.47442
-1.87439 0.474857
-1.87399 0.475294
-1.87359 0.47573
-1.87319 0.476165
-1.87279 0.4766
-1.87239 0.477034
-1.87199 0.477467
-1.87159 0.4779
-1.87119 0.478332
-1.87079 0.478763
-1.87039 0.479194
-1.86999 0.479625
-1.86959 0.480054
-1.86919 0.480484
-1.86879 0.480912
-1.86839 0.48134
-1.86799 0.481767
-1.86759 0.482194
-1.86719 0.48262
-1.86679 0.483046
-1.86639 0.483471
-1.86599 0.483895
-1.86559 0.484319
-1.86519 0.484742
-1.86479 0.485165
-1.86439 0.485587
